,Region,Subregion,Country,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
20KQV_09,Americas,South America,Brazil,0,0,1133,0,0,3729,57533,3141
20KQV_09,Americas,South America,Paraguay,0,0,1133,0,0,3729,57533,3141
20KQV_10,Americas,South America,Argentina,0,0,599,0,0,11511,50604,2822
20KQV_10,Americas,South America,Brazil,0,0,599,0,0,11511,50604,2822
20KQV_10,Americas,South America,Paraguay,0,0,599,0,0,11511,50604,2822
20KQV_11,Americas,South America,Argentina,0,10,70,0,0,6127,57811,1518
20KQV_11,Americas,South America,Brazil,0,10,70,0,0,6127,57811,1518
20KQV_11,Americas,South America,Paraguay,0,10,70,0,0,6127,57811,1518
20KQV_12,Americas,South America,Argentina,0,27,1159,0,0,25595,29699,9056
20KQV_12,Americas,South America,Brazil,0,27,1159,0,0,25595,29699,9056
20KQV_12,Americas,South America,Paraguay,0,27,1159,0,0,25595,29699,9056
20KQV_13,Americas,South America,Argentina,0,101,0,0,0,25702,495,39238
20KQV_13,Americas,South America,Brazil,0,101,0,0,0,25702,495,39238
20KQV_13,Americas,South America,Paraguay,0,101,0,0,0,25702,495,39238
20KQV_14,Americas,South America,Argentina,0,42,1843,0,0,24120,31096,8435
20KQV_14,Americas,South America,Brazil,0,42,1843,0,0,24120,31096,8435
20KQV_14,Americas,South America,Paraguay,0,42,1843,0,0,24120,31096,8435
20KQV_15,Americas,South America,Argentina,0,213,1721,0,0,7923,43964,11715
20KQV_15,Americas,South America,Brazil,0,213,1721,0,0,7923,43964,11715
20KQV_15,Americas,South America,Paraguay,0,213,1721,0,0,7923,43964,11715
20KQV_16,Americas,South America,Argentina,0,0,1264,0,0,22186,35400,6686
20KQV_16,Americas,South America,Bolivia,0,0,1264,0,0,22186,35400,6686
20KQV_16,Americas,South America,Brazil,0,0,1264,0,0,22186,35400,6686
20KQV_16,Americas,South America,Paraguay,0,0,1264,0,0,22186,35400,6686
20KQV_17,Americas,South America,Argentina,0,0,166,0,0,19015,3200,43155
20KQV_17,Americas,South America,Brazil,0,0,166,0,0,19015,3200,43155
20KQV_17,Americas,South America,Paraguay,0,0,166,0,0,19015,3200,43155
20KQV_18,Americas,South America,Argentina,0,0,609,0,0,17882,37428,9617
20KQV_18,Americas,South America,Brazil,0,0,609,0,0,17882,37428,9617
20KQV_18,Americas,South America,Paraguay,0,0,609,0,0,17882,37428,9617
20KQV_19,Americas,South America,Argentina,0,132,68,0,0,56779,6607,1950
20KQV_19,Americas,South America,Brazil,0,132,68,0,0,56779,6607,1950
20KQV_19,Americas,South America,Paraguay,0,132,68,0,0,56779,6607,1950
20KQV_20,Americas,South America,Argentina,0,0,664,0,0,6385,40233,18254
20KQV_20,Americas,South America,Brazil,0,0,664,0,0,6385,40233,18254
20KQV_20,Americas,South America,Paraguay,0,0,664,0,0,6385,40233,18254
20KQV_21,Americas,South America,Argentina,0,0,1051,0,0,26604,23897,13984
20KQV_21,Americas,South America,Brazil,0,0,1051,0,0,26604,23897,13984
20KQV_21,Americas,South America,Paraguay,0,0,1051,0,0,26604,23897,13984
20KQV_22,Americas,South America,Argentina,0,26,60,0,0,50743,1909,12798
20KQV_22,Americas,South America,Brazil,0,26,60,0,0,50743,1909,12798
20KQV_22,Americas,South America,Paraguay,0,26,60,0,0,50743,1909,12798
20KQV_23,Americas,South America,Argentina,0,0,445,0,0,23336,38792,2963
20KQV_23,Americas,South America,Brazil,0,0,445,0,0,23336,38792,2963
20KQV_23,Americas,South America,Paraguay,0,0,445,0,0,23336,38792,2963
20KQV_24,Americas,South America,Argentina,0,19,967,0,0,15620,21675,27255
20KQV_24,Americas,South America,Brazil,0,19,967,0,0,15620,21675,27255
20KQV_24,Americas,South America,Paraguay,0,19,967,0,0,15620,21675,27255
20KQV_25,Americas,South America,Argentina,0,161,1164,0,0,16110,28754,19347
20KQV_25,Americas,South America,Brazil,0,161,1164,0,0,16110,28754,19347
20KQV_25,Americas,South America,Paraguay,0,161,1164,0,0,16110,28754,19347
20KQV_26,Americas,South America,Argentina,0,80,3058,0,0,35271,12833,14294
20KQV_26,Americas,South America,Brazil,0,80,3058,0,0,35271,12833,14294
20KQV_26,Americas,South America,Paraguay,0,80,3058,0,0,35271,12833,14294
20KQV_27,Americas,South America,Argentina,0,0,0,0,0,64713,0,823
20KQV_27,Americas,South America,Brazil,0,0,0,0,0,64713,0,823
20KQV_27,Americas,South America,Paraguay,0,0,0,0,0,64713,0,823
20KQV_28,Americas,South America,Argentina,0,0,637,0,0,34556,7725,22618
20KQV_28,Americas,South America,Brazil,0,0,637,0,0,34556,7725,22618
20KQV_28,Americas,South America,Paraguay,0,0,637,0,0,34556,7725,22618
20KQV_29,Americas,South America,Argentina,0,26,1102,0,0,1844,58768,3796
20KQV_29,Americas,South America,Bolivia,0,26,1102,0,0,1844,58768,3796
20KQV_29,Americas,South America,Brazil,0,26,1102,0,0,1844,58768,3796
20KQV_29,Americas,South America,Paraguay,0,26,1102,0,0,1844,58768,3796
20KRF_00,Americas,South America,Bolivia,0,593,228,1035,0,42445,338,20897
20KRF_00,Americas,South America,Brazil,0,593,228,1035,0,42445,338,20897
20KRF_01,Americas,South America,Bolivia,0,0,1514,0,0,2177,52850,8995
20KRF_01,Americas,South America,Brazil,0,0,1514,0,0,2177,52850,8995
20KRF_02,Americas,South America,Bolivia,22,0,0,386,0,21936,25,43167
20KRF_02,Americas,South America,Brazil,22,0,0,386,0,21936,25,43167
20KRF_03,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20KRF_03,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20KRF_04,Americas,South America,Bolivia,0,0,337,0,0,7459,57015,725
20KRF_04,Americas,South America,Brazil,0,0,337,0,0,7459,57015,725
20KRF_05,Americas,South America,Bolivia,0,0,0,0,0,5221,3,60312
20KRF_05,Americas,South America,Brazil,0,0,0,0,0,5221,3,60312
20KRF_06,Americas,South America,Bolivia,0,0,0,0,0,63380,97,2059
20KRF_06,Americas,South America,Brazil,0,0,0,0,0,63380,97,2059
20KRF_07,Americas,South America,Bolivia,3,0,0,0,0,19428,404,45701
20KRF_07,Americas,South America,Brazil,3,0,0,0,0,19428,404,45701
20KRF_08,Americas,South America,Bolivia,0,0,0,0,0,63884,13,1639
20KRF_08,Americas,South America,Brazil,0,0,0,0,0,63884,13,1639
20KRF_09,Americas,South America,Bolivia,0,0,0,0,0,64567,45,924
20KRF_09,Americas,South America,Brazil,0,0,0,0,0,64567,45,924
20KRF_10,Americas,South America,Bolivia,0,0,0,0,0,64665,73,798
20KRF_10,Americas,South America,Brazil,0,0,0,0,0,64665,73,798
20KRF_11,Americas,South America,Bolivia,0,0,0,0,0,65515,4,17
20KRF_11,Americas,South America,Brazil,0,0,0,0,0,65515,4,17
20KRF_12,Americas,South America,Bolivia,0,0,0,0,0,65334,0,202
20KRF_12,Americas,South America,Brazil,0,0,0,0,0,65334,0,202
20KRF_13,Americas,South America,Bolivia,0,0,0,0,0,65431,0,105
20KRF_13,Americas,South America,Brazil,0,0,0,0,0,65431,0,105
20KRF_14,Americas,South America,Bolivia,0,0,0,0,0,65396,8,132
20KRF_14,Americas,South America,Brazil,0,0,0,0,0,65396,8,132
20KRF_15,Americas,South America,Bolivia,0,0,0,0,0,62604,70,2862
20KRF_15,Americas,South America,Brazil,0,0,0,0,0,62604,70,2862
20KRF_16,Americas,South America,Bolivia,0,0,0,0,0,64322,14,1200
20KRF_16,Americas,South America,Brazil,0,0,0,0,0,64322,14,1200
20KRF_17,Americas,South America,Bolivia,0,0,0,0,0,65129,189,218
20KRF_17,Americas,South America,Brazil,0,0,0,0,0,65129,189,218
20KRF_18,Americas,South America,Bolivia,0,7,0,0,0,42350,927,22252
20KRF_18,Americas,South America,Brazil,0,7,0,0,0,42350,927,22252
20KRF_19,Americas,South America,Bolivia,0,0,0,0,0,62860,319,2357
20KRF_19,Americas,South America,Brazil,0,0,0,0,0,62860,319,2357
20KRF_20,Americas,South America,Bolivia,0,0,13,0,0,17838,1067,46618
20KRF_20,Americas,South America,Brazil,0,0,13,0,0,17838,1067,46618
20KRF_21,Americas,South America,Bolivia,0,0,0,0,0,65225,5,306
20KRF_21,Americas,South America,Brazil,0,0,0,0,0,65225,5,306
20KRF_22,Americas,South America,Bolivia,0,0,0,0,0,63598,535,1403
20KRF_22,Americas,South America,Brazil,0,0,0,0,0,63598,535,1403
20KRF_23,Americas,South America,Bolivia,0,0,0,0,0,65130,244,162
20KRF_23,Americas,South America,Brazil,0,0,0,0,0,65130,244,162
20KRF_24,Americas,South America,Bolivia,0,0,0,0,0,65517,0,19
20KRF_24,Americas,South America,Brazil,0,0,0,0,0,65517,0,19
20KRF_25,Americas,South America,Bolivia,0,0,2,0,0,62311,2435,788
20KRF_25,Americas,South America,Brazil,0,0,2,0,0,62311,2435,788
20KRF_26,Americas,South America,Bolivia,0,0,0,0,0,60541,105,4890
20KRF_26,Americas,South America,Brazil,0,0,0,0,0,60541,105,4890
20KRF_27,Americas,South America,Bolivia,0,0,0,0,0,49229,10,16297
20KRF_27,Americas,South America,Brazil,0,0,0,0,0,49229,10,16297
20KRF_28,Americas,South America,Bolivia,0,0,0,0,0,63862,0,1674
20KRF_28,Americas,South America,Brazil,0,0,0,0,0,63862,0,1674
20KRF_29,Americas,South America,Bolivia,0,102,101,0,0,499,11488,53346
20KRF_29,Americas,South America,Brazil,0,102,101,0,0,499,11488,53346
20LKP_00,Americas,South America,Bolivia,0,55103,118,0,0,4358,0,5957
20LKP_00,Americas,South America,Brazil,0,55103,118,0,0,4358,0,5957
20LKP_01,Americas,South America,Bolivia,4,0,47429,0,0,4731,0,13372
20LKP_01,Americas,South America,Brazil,4,0,47429,0,0,4731,0,13372
20LKP_02,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20LKP_02,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20LKP_03,Americas,South America,Bolivia,0,0,702,32,0,34,22225,42543
20LKP_03,Americas,South America,Brazil,0,0,702,32,0,34,22225,42543
20LKP_04,Americas,South America,Bolivia,0,0,254,0,0,10654,20181,34447
20LKP_04,Americas,South America,Brazil,0,0,254,0,0,10654,20181,34447
20LKP_05,Americas,South America,Bolivia,0,0,0,0,0,64565,0,971
20LKP_05,Americas,South America,Brazil,0,0,0,0,0,64565,0,971
20LKP_06,Americas,South America,Bolivia,0,0,238,0,0,32075,11619,21604
20LKP_06,Americas,South America,Brazil,0,0,238,0,0,32075,11619,21604
20LKP_07,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20LKP_07,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20LKP_08,Americas,South America,Bolivia,0,0,123,0,0,21175,35098,9140
20LKP_08,Americas,South America,Brazil,0,0,123,0,0,21175,35098,9140
20LKP_09,Americas,South America,Bolivia,0,49,791,0,0,8736,29519,26441
20LKP_09,Americas,South America,Brazil,0,49,791,0,0,8736,29519,26441
20LKP_10,Americas,South America,Bolivia,0,0,0,0,0,61467,0,4069
20LKP_10,Americas,South America,Brazil,0,0,0,0,0,61467,0,4069
20LKP_11,Americas,South America,Bolivia,0,27241,6,0,0,34931,0,3358
20LKP_11,Americas,South America,Brazil,0,27241,6,0,0,34931,0,3358
20LKP_12,Americas,South America,Bolivia,0,11475,0,0,0,50866,0,3195
20LKP_12,Americas,South America,Brazil,0,11475,0,0,0,50866,0,3195
20LKP_13,Americas,South America,Bolivia,0,0,854,0,0,6262,38330,20090
20LKP_13,Americas,South America,Brazil,0,0,854,0,0,6262,38330,20090
20LKP_14,Americas,South America,Bolivia,0,0,57,50,0,34318,11351,19760
20LKP_14,Americas,South America,Brazil,0,0,57,50,0,34318,11351,19760
20LKP_15,Americas,South America,Bolivia,0,0,84,0,0,23547,19151,22754
20LKP_15,Americas,South America,Brazil,0,0,84,0,0,23547,19151,22754
20LKP_16,Americas,South America,Bolivia,0,0,244,0,0,38265,371,26656
20LKP_16,Americas,South America,Brazil,0,0,244,0,0,38265,371,26656
20LKP_17,Americas,South America,Bolivia,0,0,0,0,0,65498,0,38
20LKP_17,Americas,South America,Brazil,0,0,0,0,0,65498,0,38
20LKP_18,Americas,South America,Bolivia,0,109,361,0,0,26189,5540,33337
20LKP_18,Americas,South America,Brazil,0,109,361,0,0,26189,5540,33337
20LKP_19,Americas,South America,Bolivia,0,6890,1200,0,0,11910,12023,33513
20LKP_19,Americas,South America,Brazil,0,6890,1200,0,0,11910,12023,33513
20LKP_20,Americas,South America,Bolivia,0,0,310,0,0,5200,31152,28874
20LKP_20,Americas,South America,Brazil,0,0,310,0,0,5200,31152,28874
20LKP_21,Americas,South America,Bolivia,0,0,0,0,0,63927,0,1609
20LKP_21,Americas,South America,Brazil,0,0,0,0,0,63927,0,1609
20LKP_22,Americas,South America,Bolivia,0,0,0,0,0,64688,0,848
20LKP_22,Americas,South America,Brazil,0,0,0,0,0,64688,0,848
20LKP_23,Americas,South America,Bolivia,0,40,137,0,0,21474,11453,32432
20LKP_23,Americas,South America,Brazil,0,40,137,0,0,21474,11453,32432
20LKP_24,Americas,South America,Bolivia,0,0,0,0,0,43713,422,21401
20LKP_24,Americas,South America,Brazil,0,0,0,0,0,43713,422,21401
20LKP_25,Americas,South America,Bolivia,4,0,80,0,0,38220,6154,21078
20LKP_25,Americas,South America,Brazil,4,0,80,0,0,38220,6154,21078
20LKP_26,Americas,South America,Bolivia,0,0,25,0,0,15421,7839,42251
20LKP_26,Americas,South America,Brazil,0,0,25,0,0,15421,7839,42251
20LKP_27,Americas,South America,Bolivia,0,0,0,0,0,64564,0,972
20LKP_27,Americas,South America,Brazil,0,0,0,0,0,64564,0,972
20LKP_28,Americas,South America,Bolivia,0,21,507,0,0,15552,10681,38775
20LKP_28,Americas,South America,Brazil,0,21,507,0,0,15552,10681,38775
20LKP_29,Americas,South America,Bolivia,0,0,0,0,0,65535,0,1
20LKP_29,Americas,South America,Brazil,0,0,0,0,0,65535,0,1
20LRK_00,Americas,South America,Bolivia,0,12559,37,0,0,5366,46454,1120
20LRK_00,Americas,South America,Brazil,0,12559,37,0,0,5366,46454,1120
20LRK_01,Americas,South America,Bolivia,0,0,27518,0,0,5842,27890,4286
20LRK_01,Americas,South America,Brazil,0,0,27518,0,0,5842,27890,4286
20LRK_02,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20LRK_02,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20LRK_03,Americas,South America,Bolivia,0,0,0,0,0,0,65536,0
20LRK_03,Americas,South America,Brazil,0,0,0,0,0,0,65536,0
20LRK_04,Americas,South America,Bolivia,0,0,0,0,0,0,0,65536
20LRK_04,Americas,South America,Brazil,0,0,0,0,0,0,0,65536
20LRK_05,Americas,South America,Bolivia,0,0,111,0,0,26273,38887,265
20LRK_05,Americas,South America,Brazil,0,0,111,0,0,26273,38887,265
20LRK_06,Americas,South America,Bolivia,0,0,300,0,0,24899,38879,1458
20LRK_06,Americas,South America,Brazil,0,0,300,0,0,24899,38879,1458
20LRK_07,Americas,South America,Bolivia,0,0,0,0,0,53877,7018,4641
20LRK_07,Americas,South America,Brazil,0,0,0,0,0,53877,7018,4641
20LRK_08,Americas,South America,Bolivia,0,21,23,0,0,5055,58462,1975
20LRK_08,Americas,South America,Brazil,0,21,23,0,0,5055,58462,1975
20LRK_09,Americas,South America,Bolivia,0,0,183,0,0,18321,40363,6669
20LRK_09,Americas,South America,Brazil,0,0,183,0,0,18321,40363,6669
20LRK_10,Americas,South America,Bolivia,0,16,0,0,0,64770,0,750
20LRK_10,Americas,South America,Brazil,0,16,0,0,0,64770,0,750
20LRK_11,Americas,South America,Bolivia,0,7,67,0,0,39332,24398,1732
20LRK_11,Americas,South America,Brazil,0,7,67,0,0,39332,24398,1732
20LRK_12,Americas,South America,Bolivia,0,0,207,0,0,245,65000,84
20LRK_12,Americas,South America,Brazil,0,0,207,0,0,245,65000,84
20LRK_13,Americas,South America,Bolivia,0,0,6030,0,0,9854,5655,43997
20LRK_13,Americas,South America,Brazil,0,0,6030,0,0,9854,5655,43997
20LRK_14,Americas,South America,Bolivia,0,0,440,0,0,49407,12370,3319
20LRK_14,Americas,South America,Brazil,0,0,440,0,0,49407,12370,3319
20LRK_15,Americas,South America,Bolivia,0,11,115,0,0,12717,52560,133
20LRK_15,Americas,South America,Brazil,0,11,115,0,0,12717,52560,133
20LRK_16,Americas,South America,Bolivia,0,0,0,0,0,44433,19258,1845
20LRK_16,Americas,South America,Brazil,0,0,0,0,0,44433,19258,1845
20LRK_17,Americas,South America,Bolivia,0,26,120,268,0,19850,44552,720
20LRK_17,Americas,South America,Brazil,0,26,120,268,0,19850,44552,720
20LRK_18,Americas,South America,Bolivia,0,0,382,0,0,65057,53,44
20LRK_18,Americas,South America,Brazil,0,0,382,0,0,65057,53,44
20LRK_19,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20LRK_19,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20LRK_20,Americas,South America,Bolivia,0,0,1457,0,0,155,63877,47
20LRK_20,Americas,South America,Brazil,0,0,1457,0,0,155,63877,47
20LRK_21,Americas,South America,Bolivia,0,0,669,107,0,193,64511,56
20LRK_21,Americas,South America,Brazil,0,0,669,107,0,193,64511,56
20LRK_22,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20LRK_22,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20LRK_23,Americas,South America,Bolivia,0,308,21,0,0,721,63467,1019
20LRK_23,Americas,South America,Brazil,0,308,21,0,0,721,63467,1019
20LRK_24,Americas,South America,Bolivia,0,0,807,0,0,0,5500,59229
20LRK_24,Americas,South America,Brazil,0,0,807,0,0,0,5500,59229
20LRK_25,Americas,South America,Bolivia,0,98,121,14,0,62423,2805,75
20LRK_25,Americas,South America,Brazil,0,98,121,14,0,62423,2805,75
20LRK_26,Americas,South America,Bolivia,0,0,548,53,0,22717,41548,670
20LRK_26,Americas,South America,Brazil,0,0,548,53,0,22717,41548,670
20LRK_27,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
20LRK_27,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
20LRK_28,Americas,South America,Bolivia,0,0,1187,0,0,6,922,63421
20LRK_28,Americas,South America,Brazil,0,0,1187,0,0,6,922,63421
20LRK_29,Americas,South America,Bolivia,0,16,1654,28,0,9554,53130,1154
20LRK_29,Americas,South America,Brazil,0,16,1654,28,0,9554,53130,1154
20PMR_00,Americas,South America,Venezuela,8,9217,288,0,0,41574,6377,8072
20PMR_01,Americas,South America,Venezuela,0,0,4562,8317,0,71,6362,46224
20PMR_02,Americas,South America,Venezuela,0,0,0,0,0,65536,0,0
20PMR_03,Americas,South America,Venezuela,0,0,0,0,0,379,63519,1638
20PMR_04,Americas,South America,Venezuela,0,0,89,0,0,590,58919,5938
20PMR_05,Americas,South America,Venezuela,0,0,68,0,0,40800,17823,6845
20PMR_06,Americas,South America,Venezuela,0,6,94,0,0,59857,453,5126
20PMR_07,Americas,South America,Venezuela,0,0,910,6,0,14555,26348,23717
20PMR_08,Americas,South America,Venezuela,0,0,108,0,0,1175,59594,4659
20PMR_09,Americas,South America,Venezuela,0,19,4797,6303,0,877,50276,3264
20PMR_10,Americas,South America,Venezuela,0,0,546,0,0,58043,4044,2903
20PMR_11,Americas,South America,Venezuela,0,200,1790,21,0,18626,39618,5281
20PMR_12,Americas,South America,Venezuela,0,0,4939,0,0,12283,22259,26055
20PMR_13,Americas,South America,Venezuela,0,1057,48,0,0,12006,32669,19756
20PMR_14,Americas,South America,Venezuela,0,0,1455,6880,0,2755,38500,15946
20PMR_15,Americas,South America,Venezuela,0,18,474,0,0,38803,1417,24824
20PMR_16,Americas,South America,Venezuela,0,2,2633,6815,0,8509,30731,16846
20PMR_17,Americas,South America,Venezuela,0,0,3140,335,0,9045,47083,5933
20PMR_18,Americas,South America,Venezuela,0,351,6191,0,0,31169,5877,21948
20PMR_19,Americas,South America,Venezuela,0,0,226,0,0,902,59237,5171
20PMR_20,Americas,South America,Venezuela,0,0,1594,0,0,6870,48100,8972
20PMR_21,Americas,South America,Venezuela,0,0,1342,0,0,8244,44287,11663
20PMR_22,Americas,South America,Venezuela,0,2896,90,0,0,32441,24194,5915
20PMR_23,Americas,South America,Venezuela,0,13,22,29848,0,9809,23148,2696
20PMR_24,Americas,South America,Venezuela,0,0,54,1480,0,9538,51030,3434
20PMR_25,Americas,South America,Venezuela,0,0,467,136,0,30250,30672,4011
20PMR_26,Americas,South America,Venezuela,0,0,709,1,0,8187,54335,2304
20PMR_27,Americas,South America,Venezuela,0,149,0,0,0,11574,53788,25
20PMR_28,Americas,South America,Venezuela,0,0,37,0,0,4939,60416,144
20PMR_29,Americas,South America,Venezuela,0,0,85,0,0,0,65451,0
21JTK_00,Americas,South America,Argentina,0,44358,84,0,0,6415,2771,11908
21JTK_00,Americas,South America,Brazil,0,44358,84,0,0,6415,2771,11908
21JTK_01,Americas,South America,Argentina,0,0,65218,0,0,0,198,120
21JTK_01,Americas,South America,Brazil,0,0,65218,0,0,0,198,120
21JTK_01,Americas,South America,Paraguay,0,0,65218,0,0,0,198,120
21JTK_02,Americas,South America,Argentina,0,0,0,0,0,59484,5,6047
21JTK_02,Americas,South America,Brazil,0,0,0,0,0,59484,5,6047
21JTK_03,Americas,South America,Argentina,0,0,56,0,0,0,65480,0
21JTK_03,Americas,South America,Brazil,0,0,56,0,0,0,65480,0
21JTK_04,Americas,South America,Argentina,0,0,0,0,0,22,0,65514
21JTK_04,Americas,South America,Brazil,0,0,0,0,0,22,0,65514
21JTK_05,Americas,South America,Argentina,0,0,0,0,0,33068,0,32468
21JTK_05,Americas,South America,Brazil,0,0,0,0,0,33068,0,32468
21JTK_05,Americas,South America,Paraguay,0,0,0,0,0,33068,0,32468
21JTK_06,Americas,South America,Argentina,0,0,73,0,0,13477,1,51985
21JTK_06,Americas,South America,Brazil,0,0,73,0,0,13477,1,51985
21JTK_06,Americas,South America,Paraguay,0,0,73,0,0,13477,1,51985
21JTK_07,Americas,South America,Argentina,0,0,0,2448,0,2155,0,60933
21JTK_07,Americas,South America,Brazil,0,0,0,2448,0,2155,0,60933
21JTK_08,Americas,South America,Argentina,0,19,1184,453,0,19383,91,44406
21JTK_08,Americas,South America,Brazil,0,19,1184,453,0,19383,91,44406
21JTK_08,Americas,South America,Paraguay,0,19,1184,453,0,19383,91,44406
21JTK_09,Americas,South America,Argentina,0,0,0,0,0,20132,3,45401
21JTK_09,Americas,South America,Brazil,0,0,0,0,0,20132,3,45401
21JTK_09,Americas,South America,Paraguay,0,0,0,0,0,20132,3,45401
21JTK_10,Americas,South America,Argentina,0,4728,5,0,0,18374,6,42423
21JTK_10,Americas,South America,Brazil,0,4728,5,0,0,18374,6,42423
21JTK_11,Americas,South America,Argentina,0,0,225,0,0,3084,225,62002
21JTK_11,Americas,South America,Brazil,0,0,225,0,0,3084,225,62002
21JTK_12,Americas,South America,Argentina,0,0,75,0,0,288,1024,64149
21JTK_12,Americas,South America,Brazil,0,0,75,0,0,288,1024,64149
21JTK_13,Americas,South America,Argentina,0,0,1100,0,0,11704,73,52659
21JTK_13,Americas,South America,Brazil,0,0,1100,0,0,11704,73,52659
21JTK_14,Americas,South America,Argentina,0,11288,838,0,0,11876,4,41530
21JTK_14,Americas,South America,Brazil,0,11288,838,0,0,11876,4,41530
21JTK_15,Americas,South America,Argentina,0,0,590,0,0,45772,13,19161
21JTK_15,Americas,South America,Brazil,0,0,590,0,0,45772,13,19161
21JTK_16,Americas,South America,Argentina,0,10,38,0,0,36069,2,29417
21JTK_16,Americas,South America,Brazil,0,10,38,0,0,36069,2,29417
21JTK_16,Americas,South America,Paraguay,0,10,38,0,0,36069,2,29417
21JTK_17,Americas,South America,Argentina,0,0,682,0,0,12270,0,52584
21JTK_17,Americas,South America,Brazil,0,0,682,0,0,12270,0,52584
21JTK_18,Americas,South America,Argentina,0,15,573,0,0,31850,28,33070
21JTK_18,Americas,South America,Brazil,0,15,573,0,0,31850,28,33070
21JTK_19,Americas,South America,Argentina,0,67,267,0,0,3733,78,61391
21JTK_19,Americas,South America,Brazil,0,67,267,0,0,3733,78,61391
21JTK_20,Americas,South America,Argentina,0,0,0,0,0,4313,0,61223
21JTK_20,Americas,South America,Brazil,0,0,0,0,0,4313,0,61223
21JTK_20,Americas,South America,Paraguay,0,0,0,0,0,4313,0,61223
21JTK_21,Americas,South America,Argentina,11,10,2592,0,0,24733,2697,35493
21JTK_21,Americas,South America,Brazil,11,10,2592,0,0,24733,2697,35493
21JTK_21,Americas,South America,Paraguay,11,10,2592,0,0,24733,2697,35493
21JTK_22,Americas,South America,Argentina,0,4137,228,0,0,22761,461,37949
21JTK_22,Americas,South America,Brazil,0,4137,228,0,0,22761,461,37949
21JTK_22,Americas,South America,Paraguay,0,4137,228,0,0,22761,461,37949
21JTK_23,Americas,South America,Argentina,0,0,0,0,0,40871,98,24567
21JTK_23,Americas,South America,Brazil,0,0,0,0,0,40871,98,24567
21JTK_24,Americas,South America,Argentina,0,0,0,0,0,24224,38,41274
21JTK_24,Americas,South America,Brazil,0,0,0,0,0,24224,38,41274
21JTK_25,Americas,South America,Argentina,0,0,214,0,0,13372,3499,48451
21JTK_25,Americas,South America,Brazil,0,0,214,0,0,13372,3499,48451
21JTK_25,Americas,South America,Paraguay,0,0,214,0,0,13372,3499,48451
21JTK_26,Americas,South America,Argentina,0,0,373,0,0,12834,1223,51106
21JTK_26,Americas,South America,Brazil,0,0,373,0,0,12834,1223,51106
21JTK_26,Americas,South America,Paraguay,0,0,373,0,0,12834,1223,51106
21JTK_27,Americas,South America,Argentina,0,0,38,0,0,10117,230,55151
21JTK_27,Americas,South America,Brazil,0,0,38,0,0,10117,230,55151
21JTK_27,Americas,South America,Paraguay,0,0,38,0,0,10117,230,55151
21JTK_28,Americas,South America,Argentina,0,0,0,0,0,30983,135,34418
21JTK_28,Americas,South America,Brazil,0,0,0,0,0,30983,135,34418
21JTK_28,Americas,South America,Paraguay,0,0,0,0,0,30983,135,34418
21JTK_29,Americas,South America,Argentina,0,0,0,0,0,15826,375,49335
21JTK_29,Americas,South America,Brazil,0,0,0,0,0,15826,375,49335
21KVS_00,Americas,South America,Bolivia,0,28575,0,0,0,36305,555,101
21KVS_00,Americas,South America,Brazil,0,28575,0,0,0,36305,555,101
21KVS_00,Americas,South America,Paraguay,0,28575,0,0,0,36305,555,101
21KVS_01,Americas,South America,Brazil,16,0,1703,7338,0,9638,25678,21163
21KVS_01,Americas,South America,Paraguay,16,0,1703,7338,0,9638,25678,21163
21KVS_02,Americas,South America,Brazil,19,6489,365,1013,0,42639,5977,9034
21KVS_02,Americas,South America,Paraguay,19,6489,365,1013,0,42639,5977,9034
21KVS_03,Americas,South America,Bolivia,0,0,0,0,0,65536,0,0
21KVS_03,Americas,South America,Brazil,0,0,0,0,0,65536,0,0
21KVS_03,Americas,South America,Paraguay,0,0,0,0,0,65536,0,0
21KVS_04,Americas,South America,Bolivia,9,0,330,90,0,884,63934,289
21KVS_04,Americas,South America,Brazil,9,0,330,90,0,884,63934,289
21KVS_04,Americas,South America,Paraguay,9,0,330,90,0,884,63934,289
21KVS_05,Americas,South America,Brazil,0,0,0,20,0,11238,132,54146
21KVS_05,Americas,South America,Paraguay,0,0,0,20,0,11238,132,54146
21KVS_06,Americas,South America,Brazil,0,0,63,344,0,50183,1689,13257
21KVS_06,Americas,South America,Paraguay,0,0,63,344,0,50183,1689,13257
21KVS_07,Americas,South America,Bolivia,4,10682,368,430,0,29808,17132,7112
21KVS_07,Americas,South America,Brazil,4,10682,368,430,0,29808,17132,7112
