identifier,test,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
53UNS_03,False,347,49,572,0,8272,6569,13,49714
45TWG_12,False,1,0,0,55296,0,0,0,10239
50UMF_24,False,0,0,24,0,26,46873,0,18613
50TLP_00,False,0,65536,0,0,0,0,0,0
48QTK_19,True,0,2808,143,0,0,54243,3944,4398
49TFJ_00,False,0,41919,19666,3107,0,0,0,844
49QCE_26,False,0,59,4071,0,0,18970,42049,387
41TNE_15,False,0,0,0,63869,0,0,0,1667
45RWM_22,False,0,1980,0,54068,9131,0,0,357
39TXM_17,False,4,809,1,60366,25,796,0,3535
50TLP_09,False,17,0,1854,6355,295,92,5247,51676
49QCE_19,True,0,728,93,0,0,58299,6082,334
44TLN_23,False,0,0,0,0,0,26246,0,39290
48QTK_26,False,0,32,91,0,17,38613,7447,19336
45TYH_20,False,0,0,0,65536,0,0,0,0
51PWM_08,True,0,65524,0,0,12,0,0,0
39TXM_28,False,7,64855,0,0,2,7,0,665
57UWA_08,False,558,0,0,0,62785,469,0,1724
50UMF_12,False,0,2343,678,0,145,33080,0,29290
45TWG_24,False,0,0,0,65536,0,0,0,0
45RWM_25,False,0,0,0,65536,0,0,0,0
39TXM_10,False,1,53035,414,0,889,563,0,10634
41TNE_12,True,0,0,0,65536,0,0,0,0
49TFJ_07,False,0,0,0,65536,0,0,0,0
49QCE_21,False,0,195,887,0,0,26214,38039,201
45TYH_18,False,0,0,484,65052,0,0,0,0
50UMF_15,False,0,0,8,0,0,54691,0,10837
45TWG_23,False,0,0,0,65536,0,0,0,0
47TQM_08,False,11,3,0,594,191,10582,0,54155
45TYH_27,False,0,0,0,65536,0,0,0,0
44TLN_24,False,3,0,0,65533,0,0,0,0
48QTK_21,True,0,0,44,0,27,41380,13354,10731
43QBD_08,False,0,24953,8405,0,0,235,3855,28088
48MTE_00,False,117,42651,108,0,0,84,22023,553
44QMG_22,False,15,512,224,0,0,36501,13460,14824
39UUS_18,True,0,0,1336,0,0,6125,53188,4887
46TDT_13,False,0,0,0,65536,0,0,0,0
51QUG_23,False,2,56,237,0,187,58697,65,6292
46REU_06,False,2,0,101,4614,0,3204,64,57551
50TNT_01,False,0,0,22,62461,0,0,0,3053
50MLC_22,False,0,0,2016,0,0,47705,1,15814
46RFV_16,False,0,637,107,0,1477,41402,2422,19491
57VVE_27,False,0,21570,1,0,0,674,0,43291
54MYA_03,False,0,0,0,0,67,391,0,65078
42UVA_21,False,0,0,0,0,0,0,0,65536
41TMN_01,True,0,0,0,65536,0,0,0,0
48SVA_22,True,0,0,11,0,0,63211,1037,1277
44RKV_09,False,0,108,268,48340,156,32,0,16632
47RLN_15,False,0,0,0,1063,0,9040,589,54844
46RFV_29,False,0,0,51,0,121,1313,461,63590
50SPF_10,False,4,0,498,0,0,9699,9243,46092
36SXH_06,False,0,41,23763,0,9,128,31899,9696
39UUS_27,False,0,0,14325,0,0,1430,46642,3139
50MRA_15,False,0,1693,1803,0,0,838,60363,839
45UXV_00,False,0,20679,7608,2600,4,15864,436,18345
53TLM_22,False,0,379,8,0,0,0,60253,4896
47QKC_09,False,0,0,541,0,0,4124,38611,22260
47UMA_23,True,0,2,0,0,0,7026,28,58480
57VVE_18,False,8,65528,0,0,0,0,0,0
42SXG_04,True,1,392,0,0,5,994,2,64142
48SVA_25,False,0,0,0,0,0,65227,0,309
47RLN_12,True,0,131,38,19375,0,3512,4700,37780
42UVA_26,True,0,0,0,0,6,607,0,64923
41TMN_06,True,5,0,0,108,136,0,0,65287
43TFL_09,False,0,0,0,62464,0,0,0,3072
54MYA_04,True,0,105,0,0,2827,53368,0,9236
57VVE_20,False,0,65536,0,0,0,0,0,0
50MRV_09,False,0,63157,0,0,2379,0,0,0
46REU_01,False,0,2950,225,0,0,10872,586,50903
50SPF_28,False,286,139,3753,0,120,41,61111,86
50TNT_06,True,5,0,0,51376,0,0,0,14155
50MLC_25,True,0,0,0,0,0,65462,61,13
46RFV_11,True,0,16,0,0,32280,854,0,32386
46TDT_14,False,0,0,0,65536,0,0,0,0
51QUG_24,True,0,65520,0,0,0,0,16,0
48MTE_07,False,0,0,0,0,0,488,65031,17
44QMG_25,False,0,0,1,0,0,58887,4,6644
42SXG_03,False,4,0,0,34217,2869,172,0,28274
47UMA_24,False,4,32,169,0,1,4460,8269,52601
42UVA_19,False,0,0,0,0,0,0,0,65536
53TLM_25,False,0,0,71,0,0,33499,13452,18514
39UUS_20,True,0,18,6048,0,255,416,55624,3175
50MRA_12,False,0,11,1385,0,0,16193,45698,2249
45UXV_07,False,0,0,4,0,0,62260,1,3271
36SXH_01,False,0,0,1669,52604,0,0,0,11263
50SPF_17,False,36,0,7736,0,170,0,57594,0
57VVE_16,False,3,3988,0,0,0,45078,0,16467
47RLN_24,False,7,44,3,0,0,28153,85,37244
48SVA_13,False,0,1044,2486,0,0,30614,13424,17968
47QKC_07,False,0,0,2451,0,0,11439,36100,15546
42UVA_10,False,0,0,0,0,0,0,0,65536
44QMG_13,False,1,0,0,0,0,64745,139,651
39UUS_29,False,0,0,6,0,0,4815,3,60712
46RFV_27,False,0,2081,48,30,2275,33804,8620,18678
50MLC_13,False,4,32,62,0,0,1711,63021,706
51QUG_12,False,0,190,74,0,276,62685,510,1801
36SXH_08,False,0,41,25927,1222,0,2017,7892,28437
46TDT_22,False,0,0,0,64722,0,0,0,814
47UMA_12,False,20,6,7,0,0,18889,4526,42088
43TFL_00,False,0,6946,0,317,0,4,0,58269
44RKV_07,False,38,725,485,211,0,17923,42996,3158
53TLM_13,False,0,9483,2,0,0,5,49496,6550
57VVE_29,False,26,0,749,0,0,13164,23,51574
50MRV_00,False,0,65536,0,0,0,0,0,0
50SPF_21,False,152,13,40111,0,493,0,24335,432
46REU_08,False,0,503,1957,0,0,38002,1061,24013
38TLL_02,False,0,1817,1218,40447,0,0,6834,15220
46RFV_18,True,0,0,0,2105,63188,0,0,243
50MRA_24,False,12,6568,1892,0,9,830,55916,309
39UUS_16,False,15,0,84,0,0,43000,0,22437
51QUG_15,False,0,65498,0,0,38,0,0,0
46TDT_25,False,1,0,0,10730,0,0,0,54805
46RFV_20,True,0,0,0,2776,0,104,663,61993
50MLC_14,False,0,3009,13821,0,0,19268,693,28745
50SPF_19,True,98,143,2327,0,25,43,62529,371
44QMG_14,False,12,0,517,0,0,31130,10897,22980
45UXV_09,False,0,0,0,0,0,59912,633,4991
47QKC_00,False,0,65536,0,0,0,0,0,0
42UVA_17,False,0,0,0,0,0,0,0,65536
47RLN_23,False,27,0,0,2048,63461,0,0,0
48SVA_14,False,0,0,624,0,0,54874,1819,8219
57VVE_11,False,6,0,3,0,0,6146,113,59268
50MRA_23,True,0,634,1090,0,15,1314,61912,571
48MTE_09,False,0,0,0,0,0,65536,0,0
39UUS_11,True,0,1472,13593,0,0,3288,109,47074
50SPF_26,False,116,0,10854,0,289,2,54238,37
50TNT_08,True,0,0,0,2451,0,35554,293,27238
38TLL_05,False,0,0,0,0,0,0,65531,5
50MRV_07,True,0,0,142,0,945,56103,1415,6931
44RKV_00,False,0,2048,0,5427,58061,0,0,0
53TLM_14,True,0,58,39,0,0,33,60136,5270
42UVA_28,False,0,0,0,0,0,0,0,65536
41TMN_08,True,0,0,0,10248,0,0,0,55288
43TFL_07,False,0,0,0,65536,0,0,0,0
47UMA_15,False,106,4737,556,0,519,33755,11116,14747
49TFJ_06,True,5,0,0,64796,0,72,0,663
49QCE_20,False,0,221,457,0,0,58894,5860,104
45TYH_19,False,0,14,0,65522,0,0,0,0
39TXM_11,False,30,472,456,11877,0,0,0,52701
45RWM_24,False,0,30987,331,20409,0,0,11868,1941
41TNE_13,False,0,0,0,64582,0,0,0,954
44TLN_25,True,4,0,6,250,0,243,14638,50395
48QTK_20,False,0,0,436,0,3,15954,10824,38319
45TYH_26,False,0,0,0,65536,0,0,0,0
43QBD_09,False,0,49721,3596,0,0,2589,4621,5009
50UMF_14,True,0,0,0,0,6,39315,0,26215
47TQM_09,False,68,0,1,56704,0,0,0,8763
45TWG_22,False,0,0,0,51200,0,0,0,14336
41TNE_14,False,0,0,0,65536,0,0,0,0
50TLP_08,False,0,0,3206,0,0,456,36976,24898
39TXM_16,False,0,0,0,65536,0,0,0,0
45RWM_23,False,0,0,12220,48671,0,6,2149,2490
48QTK_18,True,0,0,100,0,15,29811,16856,18754
49TFJ_01,True,0,419,53848,11269,0,0,0,0
49QCE_27,False,0,125,3629,0,0,1069,60552,161
51PWM_09,False,8,1048,13919,0,5,37091,6370,7095
39TXM_29,False,1,0,55,7,0,0,120,65353
57UWA_09,False,0,0,0,0,0,61741,0,3795
50UMF_13,True,0,0,8,0,0,56849,0,8679
45TWG_25,False,0,0,0,65536,0,0,0,0
49QCE_18,False,0,423,66,0,0,37793,25790,1464
45TYH_21,False,0,0,0,65536,0,0,0,0
44TLN_22,False,0,0,100,0,0,1,26321,39114
48QTK_27,True,0,0,0,0,0,48470,2930,14136
47ULB_03,False,0,0,0,0,0,65536,0,0
51PWM_00,False,0,65536,0,0,0,0,0,0
57UWA_00,False,0,65536,0,0,0,0,0,0
39TXM_20,False,0,64538,0,0,260,12,0,726
45RWM_15,True,0,0,0,65496,0,0,0,40
47TQM_07,False,0,0,0,386,10,55855,0,9285
41TNE_22,False,0,0,0,65536,0,0,0,0
43QBD_07,False,24,175,11730,0,0,2748,48944,1915
49QCE_11,False,12,35,629,0,0,53068,8018,3774
45TYH_28,False,0,0,0,65536,0,0,0,0
45TWG_13,False,3,0,0,63457,0,0,1372,704
50UMF_25,False,0,0,724,0,0,19318,0,45494
50TLP_01,False,0,0,22,65492,0,0,0,22
46UGV_04,True,0,0,0,0,0,65378,0,158
45TYH_17,False,3,27,0,51192,26,0,0,14288
48QTK_11,False,0,0,0,0,0,64986,440,110
44TLN_14,False,14,112,1,13867,695,722,0,50125
49TFJ_08,False,0,0,0,64204,0,2,0,1330
53UNS_02,False,1,158,285,0,1963,4975,0,58154
48QTK_29,False,0,0,0,0,0,36833,773,27930
43QBD_00,False,0,65536,0,0,0,0,0,0
49QCE_16,False,4,89,9285,0,0,21305,34623,230
47TQM_00,False,0,22463,0,0,78,20541,0,22454
41TNE_25,False,0,0,56,65480,0,0,0,0
51PWM_07,False,0,424,361,0,0,15650,41922,7179
57UWA_07,True,33,10441,0,0,1228,40889,0,12945
39TXM_27,False,0,28951,898,0,505,127,0,35055
45RWM_12,False,0,0,0,65536,0,0,0,0
47ULB_04,False,0,0,1,0,0,701,60474,4360
53UNS_05,False,0,0,187,0,240,32866,9625,22618
49QCE_29,False,0,84,4209,0,0,39372,21234,637
48QTK_16,False,0,0,63,0,0,47299,2587,15587
44TLN_13,False,160,2,3,3047,78,1717,0,60529
46UGV_03,False,0,0,0,61560,518,456,278,2724
45TYH_10,False,0,0,0,64320,0,0,1216,0
50TLP_06,False,0,0,0,0,1024,0,3,64509
39TXM_18,False,0,0,1255,0,0,117,0,64164
45TWG_14,True,0,0,0,65536,0,0,0,0
50UMF_22,False,0,0,4,0,0,48452,0,17080
38PMV_29,False,0,0,0,1024,0,0,0,64512
48SWH_29,False,0,0,0,65536,0,0,0,0
45RTP_12,False,0,0,0,62088,26,0,0,3422
48TXL_14,False,0,0,0,65536,0,0,0,0
53SKU_07,False,568,1354,34002,0,0,13778,12845,2989
45VXD_04,True,0,9,0,0,3,19861,37165,8498
51UUB_29,False,0,0,0,0,0,9876,0,55660
43SGA_20,False,0,0,0,8891,31522,0,0,25123
42UVD_11,False,0,2,12286,0,95,1009,11660,40484
51TUK_22,False,39,0,569,21504,0,0,6633,36791
52TDL_11,False,0,194,1138,0,91,34041,1261,28811
45UXT_18,False,0,4274,304,9903,22214,295,0,28546
51NYG_29,False,0,11,281,0,11,13657,46366,5210
44TNL_03,False,0,106,0,64406,0,0,0,1024
48RTR_01,True,140,233,55518,0,0,2,7945,1698
48QZM_19,True,4,7,1829,0,36,44759,13533,5368
43UET_01,False,0,0,65479,0,0,0,0,57
41TMH_16,False,0,0,0,65536,0,0,0,0
47RPQ_22,False,10,5721,3303,0,86,14488,34596,7332
54MUT_10,False,0,0,0,0,0,5158,0,60378
47UNS_00,False,0,65536,0,0,0,0,0,0
42RYS_07,False,0,0,0,65536,0,0,0,0
48QWF_25,True,0,0,0,0,0,61718,0,3818
37SFU_02,False,3,0,0,65533,0,0,0,0
51UUB_16,False,0,0,0,0,0,57498,0,8038
40UEB_09,False,0,0,0,0,0,0,46111,19425
47TPL_00,False,10,64854,0,625,15,32,0,0
38PMV_16,False,0,58642,0,6894,0,0,0,0
48SWH_16,False,0,0,0,65536,0,0,0,0
46REP_09,True,0,0,416,0,0,52422,142,12556
52TES_01,False,4,0,48439,0,2574,1679,7027,5813
42TUM_12,True,0,0,0,65536,0,0,0,0
41TMH_29,False,0,0,0,65536,0,0,0,0
48QZM_26,True,0,6,7,0,0,48977,5491,11055
38UQU_13,False,4,8432,0,5105,0,566,1,51428
51NYG_16,True,0,164,0,0,5,63599,1267,501
45UXT_27,False,0,513,372,0,4901,14406,0,45344
47RPQ_25,False,10,0,0,2860,16146,861,2,45657
43UET_06,False,0,415,9293,0,1,4928,138,50761
41TMH_11,False,0,0,0,65536,0,0,0,0
48RTR_06,False,178,62,2234,123,1,3923,10836,48179
44TNL_04,True,2,0,475,120,0,8776,0,56163
52TDL_16,False,0,0,0,0,0,58768,1815,4953
51TUK_25,False,0,0,33,0,0,0,65503,0
54MUT_28,False,0,0,0,0,0,65469,0,67
45VXD_03,False,0,0,0,0,0,65536,0,0
53SKU_00,True,0,65536,0,0,0,0,0,0
43SGA_27,False,1,0,0,50048,0,0,0,15487
42UVD_16,False,0,0,0,0,0,22351,39,43146
45RTP_15,False,0,0,0,63519,0,0,0,2017
48TXL_13,False,0,0,0,64512,0,0,950,74
52TDL_29,False,0,361,3529,0,147,16072,6716,38711
45UXT_20,False,0,121,0,0,2986,1,0,62428
38UQU_14,False,1,0,0,4971,0,1541,0,59023
51NYG_11,False,0,31,0,0,11,65471,23,0
48QZM_21,False,4,251,2184,0,21,11098,23994,27984
52TES_06,False,0,13,1035,0,405,894,60813,2376
42TUM_15,False,0,0,0,65536,0,0,0,0
38PMV_11,False,0,0,0,2205,0,38,6,63287
48SWH_11,False,0,0,0,65536,0,0,0,0
47TPL_07,False,0,0,0,65536,0,0,0,0
48QWF_22,False,174,7791,15568,0,135,286,35581,6001
37SFU_05,True,0,0,5,63638,0,0,0,1893
42UVD_29,False,0,0,389,0,0,4595,44338,16214
51UUB_11,True,0,23,0,0,1,48788,0,16724
43SGA_18,False,0,363,0,28906,1552,0,0,34715
54MUT_17,False,0,0,0,0,0,63862,0,1674
47UNS_07,False,10,1876,3,157,28,41927,0,21535
42RYS_00,False,50,0,324,8835,0,241,3519,52567
51NYG_18,True,0,0,264,0,0,14420,49501,1351
52TDL_20,True,0,0,0,0,0,64614,238,684
45UXT_29,False,0,0,13,0,43,18366,0,47114
41VNE_04,False,0,0,209,0,14,55,64668,590
47RPQ_13,False,0,0,0,45550,499,0,0,19487
46REP_07,False,1,1,0,0,0,42819,2282,20433
41TMH_27,True,0,0,0,65536,0,0,0,0
48QZM_28,False,0,1,284,0,15,48875,7244,9117
46TGR_02,False,0,0,0,65536,0,0,0,0
40UEB_07,False,0,66,882,0,13,1664,81,62830
48TXL_25,False,0,0,0,65536,0,0,0,0
45RTP_23,False,0,0,0,52224,0,0,0,13312
48SWH_18,True,0,0,911,64625,0,0,0,0
38PMV_18,False,8,0,39034,24114,0,5,2375,0
42RYS_09,False,0,0,0,65536,0,0,0,0
51TUK_13,False,542,0,2967,0,0,1189,37919,22919
42UVD_20,True,0,12814,4202,0,333,22376,381,25430
51UUB_18,True,0,0,0,0,0,53588,0,11948
43SGA_11,False,0,0,0,65536,0,0,0,0
48QZM_17,False,0,6,1093,0,176,31053,6252,26956
41TMH_18,False,29,0,0,65507,0,0,0,0
42TUM_23,False,0,0,0,65536,0,0,0,0
45UXT_16,False,0,3635,19,0,21996,2,0,39884
51NYG_27,True,0,63031,162,0,1,1937,374,31
38UQU_22,False,0,0,0,24916,0,0,0,40620
51UUB_27,False,0,0,0,0,0,56674,0,8862
53SKU_09,False,53,134,135,0,0,43619,7322,14273
48QWF_14,False,69,3897,8730,0,0,0,52399,441
54MUT_21,True,8,5301,0,0,0,5571,0,54656
48SWH_27,False,0,0,1594,0,124,34006,11,29801
38PMV_27,False,0,0,0,27652,0,0,0,37884
42UVD_27,True,0,6,630,0,0,70,63498,1332
43SGA_16,False,0,0,0,51325,0,0,0,14211
54MUT_19,False,0,12791,0,0,0,28856,0,23889
47UNS_09,True,0,0,0,0,0,5096,0,60440
51TUK_14,True,30,0,6498,0,0,46,31757,27205
40UEB_00,False,0,53662,20,32,11,15,13,11783
48TXL_22,False,5,2142,7775,1183,0,284,53939,208
45RTP_24,True,0,0,0,62464,0,0,0,3072
47TPL_09,False,3,0,0,65452,0,0,0,81
41TMH_20,True,0,0,0,65536,0,0,0,0
46TGR_05,False,0,0,0,2306,0,108,0,63122
47RPQ_14,False,0,0,184,3117,0,51176,2103,8956
46REP_00,False,0,2988,16,0,0,2503,57975,2054
52TES_08,True,0,29,4163,0,128,370,59786,1060
52TDL_27,True,0,31,41,0,0,55334,982,9148
41VNE_03,True,0,0,0,0,0,65531,0,5
48SWH_20,False,0,565,30497,8676,0,0,2412,23386
38PMV_20,False,0,0,0,10072,0,84,16,55364
54MUT_26,False,0,0,0,0,0,65536,0,0
51UUB_20,False,0,0,0,0,0,60567,0,4969
43SGA_29,False,7,0,0,65529,0,0,0,0
48QWF_13,False,0,0,0,0,0,65536,0,0
42UVD_18,False,0,1223,1079,0,796,984,38747,22707
51NYG_20,False,0,495,516,0,0,20932,30876,12717
38UQU_25,False,1,23118,1,19386,0,0,0,23030
48RTR_08,False,0,21,1204,0,0,28896,17792,17623
52TDL_18,False,0,4,0,0,0,62921,321,2290
45UXT_11,False,0,978,362,0,481,53705,0,10010
42TUM_24,False,0,0,0,65536,0,0,0,0
43UET_08,True,0,778,1834,0,23,3117,0,59784
48QZM_10,False,0,0,287,0,12,54409,5316,5512
44RLQ_20,False,0,0,3675,0,0,94,56693,5074
53UMB_08,False,0,0,0,0,0,60131,0,5405
49TFK_06,False,0,0,209,41838,0,0,0,23489
47ULP_26,False,0,0,9002,0,0,6,0,56528
48UUA_09,False,0,0,0,0,0,26826,0,38710
39RYM_04,False,55,0,1315,1187,0,291,61180,1508
52UEA_23,True,0,0,0,0,0,25975,11028,28533
43SCS_02,False,0,0,0,64304,0,0,0,1232
47ULP_19,False,0,0,432,2839,23,6828,0,55414
41TLL_10,False,0,0,0,65536,0,0,0,0
52UEA_24,True,0,0,14,0,176,9192,50578,5576
47ULP_21,False,0,0,0,28642,0,0,0,36894
41TLL_28,True,0,0,0,65536,0,0,0,0
39RYM_03,False,60,0,1871,2673,0,1390,27638,31904
51UXB_08,False,0,2264,3645,539,125,45531,0,13432
50SLB_09,True,0,66,13313,0,466,80,51493,118
49TFK_01,False,0,0,6108,53226,0,33,0,6169
44RLQ_27,False,0,35,4442,0,85,1012,56809,3153
37TFJ_09,False,0,0,557,0,5,54951,9761,262
41TLL_17,True,0,0,0,65536,0,0,0,0
44RLQ_18,False,0,20,2251,0,454,622,60152,2037
43SCS_05,True,0,0,0,21,0,0,94,65421
47ULP_17,False,0,0,1,3562,0,330,0,61643
52UEA_12,False,0,0,0,0,0,48530,8,16998
36SWF_05,True,9,1813,2818,0,0,4,60837,55
44RLQ_11,True,0,354,2650,0,158,946,60266,1162
41TLL_21,False,1,0,0,65535,0,0,0,0
47ULP_28,False,0,0,0,0,0,1701,0,63835
48UUA_07,True,0,0,3,0,0,35101,6989,23443
40TES_02,False,9,0,0,57335,0,0,0,8192
50SLB_00,False,0,32147,111,0,2,56,33220,0
51UXB_01,False,0,3813,45995,0,76,11468,0,4184
37TFJ_00,False,0,64124,1402,0,10,0,0,0
53UMB_06,False,1,183,0,0,1138,31100,0,33114
49TFK_08,True,0,0,0,23627,0,0,0,41909
43SER_04,False,0,0,0,0,0,64932,2,602
44RLQ_16,False,0,0,1614,0,728,737,60438,2019
36SWF_02,False,0,4040,11,61485,0,0,0,0
52UEA_15,False,0,0,10282,0,19,7497,6537,41201
41TLL_19,False,0,0,0,65536,0,0,0,0
47ULP_10,True,0,2038,19,0,32,353,1170,61924
53UMB_01,False,0,0,0,0,0,11826,0,53710
43SER_03,False,0,16558,1541,0,0,55,10689,36693
44RLQ_29,False,0,106,1016,0,835,193,62818,568
37TFJ_07,False,0,288,0,0,0,60129,26,5093
51UXB_06,True,0,13,53,0,5,39202,0,26263
50SLB_07,True,0,206,8500,0,143,12,56651,24
40TES_05,False,0,0,0,0,0,0,0,65536
41TLL_26,False,0,0,0,65536,0,0,0,0
48UUA_00,False,0,65125,199,0,47,29,54,82
46REP_01,False,0,0,63529,0,0,979,22,1006
47RPQ_15,False,0,0,529,0,0,35351,741,28915
52TES_09,False,0,321,349,0,537,46,63399,884
41TMH_21,False,0,0,0,65536,0,0,0,0
46TGR_04,False,0,0,0,50715,11314,0,0,3507
52TDL_26,True,0,0,0,0,0,46069,16722,2745
41VNE_02,False,0,2087,2353,0,11678,5291,39673,4454
54MUT_18,False,0,1,0,0,0,7277,0,58258
51TUK_15,False,0,0,106,0,0,25312,24169,15949
47UNS_08,False,6,2,0,936,0,31068,0,33524
42UVD_26,True,0,184,5163,0,54,250,49277,10608
43SGA_17,True,0,0,0,34949,21504,0,0,9083
48TXL_23,True,176,2805,14070,0,6,1397,45820,1262
40UEB_01,True,22,84,49855,0,12,3899,10,11654
47TPL_08,True,2,0,1,62304,0,0,0,3229
45RTP_25,False,0,0,0,43031,101,0,0,22404
45UXT_10,False,0,0,127,0,537,58069,0,6803
52TDL_19,True,0,58,10,0,12,59711,87,5658
51NYG_21,False,26,25,0,0,1,64581,306,597
48RTR_09,True,43,4563,2393,0,0,11338,25315,21884
38UQU_24,False,0,0,0,23226,0,546,0,41764
43UET_09,False,0,0,56563,0,0,1783,5,7185
48QZM_11,False,0,5483,2556,0,0,13123,41721,2653
42TUM_25,False,0,0,0,65536,0,0,0,0
48SWH_21,False,0,0,30,35987,0,0,29413,106
38PMV_21,False,3,0,7,7679,0,121,4,57722
43SGA_28,True,0,0,0,12475,28656,0,0,24405
51UUB_21,False,0,0,0,0,0,59214,0,6322
42UVD_19,False,0,479,2305,0,34,713,30154,31851
48QWF_12,False,125,220,69,0,0,2320,16687,46115
54MUT_27,False,0,0,0,0,0,65394,0,142
48SWH_19,False,0,0,8366,0,0,0,57085,85
38PMV_19,False,0,0,0,65536,0,0,0,0
48TXL_24,False,0,0,0,64512,0,0,1024,0
40UEB_06,False,0,0,0,0,0,383,13,65140
45RTP_22,False,0,5719,0,44290,0,0,0,15527
42UVD_21,True,0,0,667,0,0,71,64517,281
43SGA_10,False,60,0,0,39876,0,0,0,25600
51UUB_19,False,0,0,0,0,0,46787,0,18749
42RYS_08,False,0,0,0,65536,0,0,0,0
51TUK_12,False,482,2283,1797,0,35,415,17115,43409
45UXT_28,False,0,119,160,0,784,46840,0,17633
52TDL_21,False,0,0,594,0,108,5738,1678,57418
41VNE_05,False,0,217,0,0,742,2334,3610,58633
51NYG_19,True,0,65532,0,0,0,0,4,0
41TMH_26,False,0,0,0,65536,0,0,0,0
46TGR_03,True,0,0,0,65530,6,0,0,0
48QZM_29,False,0,3990,1953,0,35,27018,24629,7911
46REP_06,False,0,0,157,0,0,7191,376,57812
47RPQ_12,True,0,0,0,2346,0,4,0,63186
54MUT_20,False,0,474,0,0,0,34936,0,30126
51UUB_26,False,0,0,0,0,0,44604,0,20932
53SKU_08,False,82,19,61,0,0,56094,6722,2558
48QWF_15,False,164,7754,6498,0,0,9635,40652,833
48SWH_26,False,0,0,0,65536,0,0,0,0
38PMV_26,False,0,0,0,945,0,3072,0,61519
42TUM_22,False,0,0,0,65536,0,0,0,0
48QZM_16,True,0,83,323,0,58,47648,5743,11681
41TMH_19,True,0,0,0,65536,0,0,0,0
51NYG_26,False,0,65397,0,0,139,0,0,0
38UQU_23,False,0,0,100,56067,0,200,0,9169
45UXT_17,False,0,0,62,0,13,48322,0,17139
43SGA_26,False,0,0,0,64583,0,0,0,953
45VXD_02,False,0,10976,395,0,2419,12604,310,38832
53SKU_01,False,168,5027,59130,0,0,14,423,774
42UVD_17,False,0,0,0,0,0,0,65536,0
51TUK_24,True,0,406,510,0,0,0,45842,18778
54MUT_29,False,0,0,0,0,0,65498,0,38
45RTP_14,True,0,0,0,65536,0,0,0,0
48TXL_12,False,0,330,0,65206,0,0,0,0
43UET_07,True,0,0,37872,0,0,1837,737,25090
41TMH_10,True,0,0,0,65536,0,0,0,0
47RPQ_24,False,0,0,0,2818,0,6059,473,56186
52TDL_17,False,0,0,5,0,11,21848,38867,4805
44TNL_05,False,0,0,621,0,0,63,64611,241
48RTR_07,True,0,2809,2354,0,0,16208,36000,8165
47TPL_06,False,16,0,0,65520,0,0,0,0
38PMV_10,False,21,0,0,65515,0,0,0,0
48SWH_10,False,0,0,0,65536,0,0,0,0
54MUT_16,False,0,0,0,0,0,65253,0,283
42RYS_01,True,0,0,0,65536,0,0,0,0
47UNS_06,False,0,32958,629,0,610,0,0,31339
37SFU_04,False,0,1908,5764,1474,0,1448,53305,1637
42UVD_28,False,0,0,0,0,0,215,54684,10637
48QWF_23,False,0,0,0,0,0,65536,0,0
43SGA_19,False,0,0,0,65536,0,0,0,0
51UUB_10,False,0,2627,0,0,350,37237,0,25322
38UQU_15,False,0,0,143,16469,0,29,0,48895
51NYG_10,False,0,16,169,0,3,13948,48616,2784
45UXT_21,False,0,23,0,0,289,38518,0,26706
52TDL_28,False,0,9,1853,0,638,6546,55132,1358
42TUM_14,True,0,0,0,65536,0,0,0,0
52TES_07,False,0,1189,5056,0,790,1532,54152,2817
48QZM_20,False,4,14,646,0,5,42530,10258,12079
51NYG_28,True,0,47212,0,0,18324,0,0,0
48RTR_00,False,0,65210,73,0,0,56,191,6
44TNL_02,True,0,0,0,65536,0,0,0,0
45UXT_19,False,0,36,12,0,855,57489,0,7144
52TDL_10,True,0,0,18,0,0,58014,153,7351
47RPQ_23,False,0,0,1,0,0,44383,153,20999
48QZM_18,False,0,10,712,0,110,44118,16741,3845
43UET_00,False,0,65536,0,0,0,0,0,0
41TMH_17,True,0,0,0,63083,0,0,0,2453
45RTP_13,True,0,0,0,65536,0,0,0,0
48TXL_15,False,0,0,0,65536,0,0,0,0
38PMV_28,False,0,0,2229,51181,0,0,942,11184
48SWH_28,False,0,13033,9598,0,8,1,42825,71
51TUK_23,True,0,0,0,11113,0,0,24,54399
43SGA_21,False,0,0,0,65536,0,0,0,0
53SKU_06,False,496,75,379,0,0,54898,5334,4354
45VXD_05,False,0,0,0,0,0,192,86,65258
42UVD_10,False,0,59,892,0,3,995,57124,6463
41TMH_28,False,0,0,0,65536,0,0,0,0
48QZM_27,False,4,940,3248,0,292,9494,49273,2285
46REP_08,False,54,9,1009,0,0,44170,9132,11162
42TUM_13,False,0,0,0,65536,0,0,0,0
45UXT_26,True,0,112,961,0,1221,25418,0,37824
38UQU_12,True,0,0,0,65534,0,0,0,2
51NYG_17,False,0,68,94,0,461,4990,12061,47862
37SFU_03,False,0,22425,0,41521,0,21,0,1569
48QWF_24,False,0,0,0,0,0,65199,0,337
51UUB_17,True,0,0,0,0,0,50262,0,15274
54MUT_11,False,0,0,0,0,0,62459,0,3077
42RYS_06,False,0,0,0,65536,0,0,0,0
47UNS_01,False,0,883,869,57566,1,122,0,6095
38PMV_17,False,0,0,0,65536,0,0,0,0
48SWH_17,False,0,0,1174,64362,0,0,0,0
